1e-5, 0, 0.0002202641919532219
2.5e-5, 2.1164271999905664e-05, 0.0005506684106113103
5e-5, 0.00012698563200979235, 0.0011013632621692181
7.5e-5, 0.00023280699196809315, 0.0016520845524391988
1e-4, 8.46570879925275e-05, 0.0022028323031940025
2.5e-4, 0.00012698563199271026, 0.0055078741335898435
5e-4, 0.0011851992319726694, 0.011018393100668763 
7.5e-4, 0.001185199231989752, 0.01653155817173437
1e-3, 0.0011851992319726694, 0.022047374959869734
2.5e-3, 0.011767335231887983, 0.055197963679715016
5e-3, 0.001185199231989752, 0.11066156137087484
7.5e-3, 0.001185199231989752, 0.16639118809491654
0.01, 0.022349471231811628, 0.22238701046397358
2.5e-2, 0.0011851992319726694, 0.564305185887517
5e-2, 0.1046361607672029, 1.1519582892187905
7.5e-2, 0.31864927922953556, 1.7759968167742217
0.1, 0.1046361607672029, 2.4372168368345637
0.11, 0.35860742476526924, 2.7053093134349253
0.12, 0.4432645127646121, 2.982952978089977
0.122, 0.3332102983654357, 3.023006622932379
0.124, 0.2739503367658967, 3.08232139297507
0.1245, 0.3988195415649467, 3.104722359823336
0.12475, 0.19881717116647335, 3.116894456978955
0.1249, 0.607499263483344, 3.1331447074959753
0.125, 0.5279216007639652, 3.133107713970674
0.25, 2.2210633607509376, 7.168726049472218
0.3, 3.6179053127402034, 7.697459032981717
